match_id;SEASON;date;pens;pens_home_score;pens_away_score;HOME_TEAM;AWAY_TEAM;HT_SCORE;AW_SCORE;possession_home;possession_away;total_shots_home;total_shots_away;shots_on_target_home;shots_on_target_away;duels_won_home;duels_won_away;prediction_team_home_win;prediction_draw;prediction_team_away_win;prediction_quantity;location;lineup_home;lineup_away;player_names_home;player_numbers_home;player_names_away;player_numbers_away
65;2022-2023;12/10/2022;False;False;False;Barcelona;Inter;3;3;0.62;0.38;25;11;11;8;0.53;0.47;0.73;0.05;0.22;356976;Spotify Camp Nou;[{'player_name': ' Raphinha', 'player_number': '22'}, {'player_name': ' Lewandowski', 'player_number': '9'}, {'player_name': ' Dembélé', 'player_number': '7'}, {'player_name': ' Pedri', 'player_number': '8'}, {'player_name': ' Busquets', 'player_number': '5'}, {'player_name': ' Gavi', 'player_number': '30'}, {'player_name': ' Alonso', 'player_number': '17'}, {'player_name': ' Pique', 'player_number': '3'}, {'player_name': ' García', 'player_number': '24'}, {'player_name': ' Sergi Roberto', 'player_number': '20'}, {'player_name': ' Ter Stegen', 'player_number': '1'}];[{'player_name': ' Dzeko', 'player_number': '9'}, {'player_name': ' Martínez', 'player_number': '10'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Mkhitaryan', 'player_number': '22'}, {'player_name': ' Calhanoglu', 'player_number': '20'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Dumfries', 'player_number': '2'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' De Vrij', 'player_number': '6'}, {'player_name': ' Skriniar', 'player_number': '37'}, {'player_name': ' Onana', 'player_number': '24'}];['Raphinha', 'Lewandowski', 'Dembélé', 'Pedri', 'Busquets', 'Gavi', 'Alonso', 'Pique', 'García', 'Sergi Roberto', 'Ter Stegen'];['22', '9', '7', '8', '5', '30', '17', '3', '24', '20', '1'];['Dzeko', 'Martínez', 'Dimarco', 'Mkhitaryan', 'Calhanoglu', 'Barella', 'Dumfries', 'Bastoni', 'De Vrij', 'Skriniar', 'Onana'];['9', '10', '32', '22', '20', '23', '2', '95', '6', '37', '24']
66;2022-2023;12/10/2022;False;False;False;Viktoria Plzeň;Bayern Munich;2;4;0.31;0.69;15;15;6;8;0.5;0.5;0.07;0.02;0.91;114644;Doosan Aréna;[{'player_name': ' Chory', 'player_number': '15'}, {'player_name': ' Mosquera', 'player_number': '18'}, {'player_name': ' Vlkanova', 'player_number': '88'}, {'player_name': ' Kopic', 'player_number': '10'}, {'player_name': ' Bucha', 'player_number': '20'}, {'player_name': ' Kalvach', 'player_number': '23'}, {'player_name': ' Jemelka', 'player_number': '21'}, {'player_name': ' Tijani', 'player_number': '3'}, {'player_name': ' Hejda', 'player_number': '2'}, {'player_name': ' Havel', 'player_number': '24'}, {'player_name': ' Stanek', 'player_number': '36'}];[{'player_name': ' Müller', 'player_number': '25'}, {'player_name': ' Mané', 'player_number': '17'}, {'player_name': ' Sané', 'player_number': '10'}, {'player_name': ' Coman', 'player_number': '11'}, {'player_name': ' Goretzka', 'player_number': '8'}, {'player_name': ' Kimmich', 'player_number': '6'}, {'player_name': ' Stanišić', 'player_number': '44'}, {'player_name': ' Upamecano', 'player_number': '2'}, {'player_name': ' Pavard', 'player_number': '5'}, {'player_name': ' Mazraoui', 'player_number': '40'}, {'player_name': ' Ulreich', 'player_number': '26'}];['Chory', 'Mosquera', 'Vlkanova', 'Kopic', 'Bucha', 'Kalvach', 'Jemelka', 'Tijani', 'Hejda', 'Havel', 'Stanek'];['15', '18', '88', '10', '20', '23', '21', '3', '2', '24', '36'];['Müller', 'Mané', 'Sané', 'Coman', 'Goretzka', 'Kimmich', 'Stanišić', 'Upamecano', 'Pavard', 'Mazraoui', 'Ulreich'];['25', '17', '10', '11', '8', '6', '44', '2', '5', '40', '26']
67;2022-2023;12/10/2022;False;False;False;Tottenham Hotspur;Eintracht Frankfurt;3;2;0.52;0.48;11;11;8;6;0.62;0.39;0.72;0.06;0.22;72220;Tottenham Hotspur Stadium;[{'player_name': ' Son Heung-min', 'player_number': '7'}, {'player_name': ' Kane', 'player_number': '10'}, {'player_name': ' Richarlison', 'player_number': '9'}, {'player_name': ' Sessegnon', 'player_number': '19'}, {'player_name': ' Højbjerg', 'player_number': '5'}, {'player_name': ' Bentancur', 'player_number': '30'}, {'player_name': ' Emerson', 'player_number': '12'}, {'player_name': ' Lenglet', 'player_number': '34'}, {'player_name': ' Dier', 'player_number': '15'}, {'player_name': ' Romero', 'player_number': '17'}, {'player_name': ' Lloris', 'player_number': '1'}];[{'player_name': ' Kolo Muani', 'player_number': '9'}, {'player_name': ' Kamada', 'player_number': '15'}, {'player_name': ' Lindstrøm', 'player_number': '29'}, {'player_name': ' Lenz', 'player_number': '25'}, {'player_name': ' Sow', 'player_number': '8'}, {'player_name': ' Rode', 'player_number': '17'}, {'player_name': ' Jakić', 'player_number': '6'}, {'player_name': ' Ndicka', 'player_number': '2'}, {'player_name': ' Hasebe', 'player_number': '20'}, {'player_name': ' Tuta', 'player_number': '35'}, {'player_name': ' Trapp', 'player_number': '1'}];['Son Heung-min', 'Kane', 'Richarlison', 'Sessegnon', 'Højbjerg', 'Bentancur', 'Emerson', 'Lenglet', 'Dier', 'Romero', 'Lloris'];['7', '10', '9', '19', '5', '30', '12', '34', '15', '17', '1'];['Kolo Muani', 'Kamada', 'Lindstrøm', 'Lenz', 'Sow', 'Rode', 'Jakić', 'Ndicka', 'Hasebe', 'Tuta', 'Trapp'];['9', '15', '29', '25', '8', '17', '6', '2', '20', '35', '1']
68;2022-2023;12/10/2022;False;False;False;Napoli;Ajax;4;2;0.45;0.55;13;13;5;3;0.52;0.48;0.8;0.04;0.16;109277;Diego Armando Maradona;[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Raspadori', 'player_number': '81'}, {'player_name': ' Lozano', 'player_number': '11'}, {'player_name': ' Zieliński', 'player_number': '20'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Olivera', 'player_number': '17'}, {'player_name': ' Jesus', 'player_number': '5'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}];[{'player_name': ' Bergwijn', 'player_number': '7'}, {'player_name': ' Kudus', 'player_number': '20'}, {'player_name': ' Berghuis', 'player_number': '23'}, {'player_name': ' Taylor', 'player_number': '8'}, {'player_name': ' Álvarez', 'player_number': '4'}, {'player_name': ' Klaassen', 'player_number': '6'}, {'player_name': ' Bassey', 'player_number': '3'}, {'player_name': ' Blind', 'player_number': '17'}, {'player_name': ' Timber', 'player_number': '2'}, {'player_name': ' Sánchez', 'player_number': '19'}, {'player_name': ' Pasveer', 'player_number': '22'}];['Kvaratskhelia', 'Raspadori', 'Lozano', 'Zieliński', 'Lobotka', 'Zambo Anguissa', 'Olivera', 'Jesus', 'Kim Min-jae', 'Di Lorenzo', 'Meret'];['77', '81', '11', '20', '68', '99', '17', '5', '3', '22', '1'];['Bergwijn', 'Kudus', 'Berghuis', 'Taylor', 'Álvarez', 'Klaassen', 'Bassey', 'Blind', 'Timber', 'Sánchez', 'Pasveer'];['7', '20', '23', '8', '4', '6', '3', '17', '2', '19', '22']
69;2022-2023;12/10/2022;False;False;False;Atlético de Madrid;Club Brugge;0;0;0.66;0.34;21;5;9;1;0.51;0.49;0.63;0.06;0.31;71216;Cívitas Metropolitano;[{'player_name': ' Griezmann', 'player_number': '8'}, {'player_name': ' Correa', 'player_number': '10'}, {'player_name': ' Lemar', 'player_number': '11'}, {'player_name': ' Kondogbia', 'player_number': '4'}, {'player_name': ' Koke', 'player_number': '6'}, {'player_name': ' Niguez', 'player_number': '17'}, {'player_name': ' Mandava', 'player_number': '23'}, {'player_name': ' Giménez', 'player_number': '2'}, {'player_name': ' Savic', 'player_number': '15'}, {'player_name': ' Molina', 'player_number': '16'}, {'player_name': ' Oblak', 'player_number': '13'}];[{'player_name': ' Jutglà', 'player_number': '9'}, {'player_name': ' Sowah', 'player_number': '19'}, {'player_name': ' Vanaken', 'player_number': '20'}, {'player_name': ' Onyedika', 'player_number': '15'}, {'player_name': ' Nielsen', 'player_number': '27'}, {'player_name': ' Skov Olsen', 'player_number': '7'}, {'player_name': ' Buchanan', 'player_number': '17'}, {'player_name': ' Sylla', 'player_number': '94'}, {'player_name': ' Mechele', 'player_number': '44'}, {'player_name': ' Odoi', 'player_number': '6'}, {'player_name': ' Mignolet', 'player_number': '22'}];['Griezmann', 'Correa', 'Lemar', 'Kondogbia', 'Koke', 'Niguez', 'Mandava', 'Giménez', 'Savic', 'Molina', 'Oblak'];['8', '10', '11', '4', '6', '17', '23', '2', '15', '16', '13'];['Jutglà', 'Sowah', 'Vanaken', 'Onyedika', 'Nielsen', 'Skov Olsen', 'Buchanan', 'Sylla', 'Mechele', 'Odoi', 'Mignolet'];['9', '19', '20', '15', '27', '7', '17', '94', '44', '6', '22']
70;2022-2023;11/10/2022;False;False;False;Borussia Dortmund;Sevilla;1;1;0.52;0.48;7;9;3;2;0.37;0.64;0.81;0.04;0.15;92345;SIGNAL IDUNA PARK;[{'player_name': ' Modeste', 'player_number': '20'}, {'player_name': ' Malen', 'player_number': '21'}, {'player_name': ' Brandt', 'player_number': '19'}, {'player_name': ' Adeyemi', 'player_number': '27'}, {'player_name': ' Özcan', 'player_number': '6'}, {'player_name': ' Bellingham', 'player_number': '22'}, {'player_name': ' Rothe', 'player_number': '36'}, {'player_name': ' Hummels', 'player_number': '15'}, {'player_name': ' Süle', 'player_number': '25'}, {'player_name': ' Meunier', 'player_number': '24'}, {'player_name': ' Kobel', 'player_number': '1'}];[{'player_name': ' Lamela', 'player_number': '17'}, {'player_name': ' En-Nesyri', 'player_number': '15'}, {'player_name': ' Suso', 'player_number': '7'}, {'player_name': ' Acuña', 'player_number': '19'}, {'player_name': ' Rakitic', 'player_number': '10'}, {'player_name': ' Gudelj', 'player_number': '6'}, {'player_name': ' Navas', 'player_number': '16'}, {'player_name': ' Marcão', 'player_number': '23'}, {'player_name': ' Nianzou', 'player_number': '14'}, {'player_name': ' Carmona', 'player_number': '30'}, {'player_name': ' Bono', 'player_number': '13'}];['Modeste', 'Malen', 'Brandt', 'Adeyemi', 'Özcan', 'Bellingham', 'Rothe', 'Hummels', 'Süle', 'Meunier', 'Kobel'];['20', '21', '19', '27', '6', '22', '36', '15', '25', '24', '1'];['Lamela', 'En-Nesyri', 'Suso', 'Acuña', 'Rakitic', 'Gudelj', 'Navas', 'Marcão', 'Nianzou', 'Carmona', 'Bono'];['17', '15', '7', '19', '10', '6', '16', '23', '14', '30', '13']
71;2022-2023;11/10/2022;False;False;False;Shakhtar Donetsk;Real Madrid;1;1;0.41;0.59;11;17;2;5;0.48;0.52;0.08;0.02;0.9;156804;Stadion Miejski Legii Warszawa im. Marszałka Józefa Piłsudskiego;[{'player_name': ' Traoré', 'player_number': '2'}, {'player_name': ' Mudryk', 'player_number': '10'}, {'player_name': ' Sudakov', 'player_number': '8'}, {'player_name': ' Bondarenko', 'player_number': '21'}, {'player_name': ' Zubkov', 'player_number': '11'}, {'player_name': ' Stepanenko', 'player_number': '6'}, {'player_name': ' Mykhailichenko', 'player_number': '15'}, {'player_name': ' Matvienko', 'player_number': '22'}, {'player_name': ' Bondar', 'player_number': '5'}, {'player_name': ' Konoplya', 'player_number': '26'}, {'player_name': ' Trubin', 'player_number': '81'}];[{'player_name': ' Benzema', 'player_number': '9'}, {'player_name': ' Rodrygo', 'player_number': '21'}, {'player_name': ' Hazard', 'player_number': '7'}, {'player_name': ' Valverde', 'player_number': '15'}, {'player_name': ' Kroos', 'player_number': '8'}, {'player_name': ' Tchouaméni', 'player_number': '18'}, {'player_name': ' Mendy', 'player_number': '23'}, {'player_name': ' Nacho', 'player_number': '6'}, {'player_name': ' Rüdiger', 'player_number': '22'}, {'player_name': ' Vazquez', 'player_number': '17'}, {'player_name': ' Lunin', 'player_number': '13'}];['Traoré', 'Mudryk', 'Sudakov', 'Bondarenko', 'Zubkov', 'Stepanenko', 'Mykhailichenko', 'Matvienko', 'Bondar', 'Konoplya', 'Trubin'];['2', '10', '8', '21', '11', '6', '15', '22', '5', '26', '81'];['Benzema', 'Rodrygo', 'Hazard', 'Valverde', 'Kroos', 'Tchouaméni', 'Mendy', 'Nacho', 'Rüdiger', 'Vazquez', 'Lunin'];['9', '21', '7', '15', '8', '18', '23', '6', '22', '17', '13']
72;2022-2023;11/10/2022;False;False;False;PSG;Benfica;1;1;0.62;0.38;7;7;3;1;0.54;0.47;0.81;0.05;0.14;185962;Parc des Princes;[{'player_name': ' Mbappé', 'player_number': '7'}, {'player_name': ' Neymar', 'player_number': '10'}, {'player_name': ' Sarabia', 'player_number': '19'}, {'player_name': ' Bernat', 'player_number': '14'}, {'player_name': ' Verratti', 'player_number': '6'}, {'player_name': ' Vitinha', 'player_number': '17'}, {'player_name': ' Hakimi', 'player_number': '2'}, {'player_name': ' Pereira', 'player_number': '15'}, {'player_name': ' Marquinhos', 'player_number': '5'}, {'player_name': ' Ramos', 'player_number': '4'}, {'player_name': ' Donnarumma', 'player_number': '99'}];[{'player_name': ' Ramos', 'player_number': '88'}, {'player_name': ' Aursnes', 'player_number': '8'}, {'player_name': ' Silva', 'player_number': '27'}, {'player_name': ' João Mário', 'player_number': '20'}, {'player_name': ' Fernández', 'player_number': '13'}, {'player_name': ' Florentino', 'player_number': '61'}, {'player_name': ' Grimaldo', 'player_number': '3'}, {'player_name': ' Otamendi', 'player_number': '30'}, {'player_name': ' Silva', 'player_number': '66'}, {'player_name': ' Bah', 'player_number': '6'}, {'player_name': ' Vlachodimos', 'player_number': '99'}];['Mbappé', 'Neymar', 'Sarabia', 'Bernat', 'Verratti', 'Vitinha', 'Hakimi', 'Pereira', 'Marquinhos', 'Ramos', 'Donnarumma'];['7', '10', '19', '14', '6', '17', '2', '15', '5', '4', '99'];['Ramos', 'Aursnes', 'Silva', 'João Mário', 'Fernández', 'Florentino', 'Grimaldo', 'Otamendi', 'Silva', 'Bah', 'Vlachodimos'];['88', '8', '27', '20', '13', '61', '3', '30', '66', '6', '99']
73;2022-2023;11/10/2022;False;False;False;Milan;Chelsea;0;2;0.29;0.71;7;15;1;4;0.55;0.46;0.43;0.07;0.5;153925;Giuseppe Meazza;[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Gabbia', 'player_number': '46'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Tatarusanu', 'player_number': '1'}];[{'player_name': ' Aubameyang', 'player_number': '9'}, {'player_name': ' Sterling', 'player_number': '17'}, {'player_name': ' Mount', 'player_number': '19'}, {'player_name': ' Chilwell', 'player_number': '21'}, {'player_name': ' Jorginho', 'player_number': '5'}, {'player_name': ' Kovačić', 'player_number': '8'}, {'player_name': ' James', 'player_number': '24'}, {'player_name': ' Koulibaly', 'player_number': '26'}, {'player_name': ' Thiago Silva', 'player_number': '6'}, {'player_name': ' Chalobah', 'player_number': '14'}, {'player_name': ' Arrizabalaga', 'player_number': '1'}];['Giroud', 'Leão', 'Krunic', 'Diaz', 'Tonali', 'Bennacer', 'Hernandez', 'Tomori', 'Gabbia', 'Kalulu', 'Tatarusanu'];['9', '17', '33', '10', '8', '4', '19', '23', '46', '20', '1'];['Aubameyang', 'Sterling', 'Mount', 'Chilwell', 'Jorginho', 'Kovačić', 'James', 'Koulibaly', 'Thiago Silva', 'Chalobah', 'Arrizabalaga'];['9', '17', '19', '21', '5', '8', '24', '26', '6', '14', '1']
74;2022-2023;11/10/2022;False;False;False;Dinamo Zagreb;RB Salzburg;1;1;0.57;0.43;14;15;3;3;0.5;0.5;0.25;0.1;0.65;38323;Stadion Maksimir;[{'player_name': ' Oršić', 'player_number': '99'}, {'player_name': ' Petković', 'player_number': '9'}, {'player_name': ' Ljubicic', 'player_number': '14'}, {'player_name': ' Ademi', 'player_number': '5'}, {'player_name': ' Ivanusec', 'player_number': '7'}, {'player_name': ' Spikic', 'player_number': '77'}, {'player_name': ' Misic', 'player_number': '27'}, {'player_name': ' Peric', 'player_number': '55'}, {'player_name': ' Šutalo', 'player_number': '37'}, {'player_name': ' Ristovski', 'player_number': '13'}, {'player_name': ' Livaković', 'player_number': '40'}];[{'player_name': ' Okafor', 'player_number': '77'}, {'player_name': ' Sesko', 'player_number': '30'}, {'player_name': ' Sučić', 'player_number': '21'}, {'player_name': ' Kjærgaard', 'player_number': '14'}, {'player_name': ' Seiwald', 'player_number': '13'}, {'player_name': ' Gourna-Douath', 'player_number': '27'}, {'player_name': ' Ulmer', 'player_number': '17'}, {'player_name': ' Pavlović', 'player_number': '31'}, {'player_name': ' Solet', 'player_number': '22'}, {'player_name': ' Dedic', 'player_number': '70'}, {'player_name': ' Köhn', 'player_number': '18'}];['Oršić', 'Petković', 'Ljubicic', 'Ademi', 'Ivanusec', 'Spikic', 'Misic', 'Peric', 'Šutalo', 'Ristovski', 'Livaković'];['99', '9', '14', '5', '7', '77', '27', '55', '37', '13', '40'];['Okafor', 'Sesko', 'Sučić', 'Kjærgaard', 'Seiwald', 'Gourna-Douath', 'Ulmer', 'Pavlović', 'Solet', 'Dedic', 'Köhn'];['77', '30', '21', '14', '13', '27', '17', '31', '22', '70', '18']
75;2022-2023;11/10/2022;False;False;False;Celtic;RB Leipzig;0;2;0.41;0.59;16;13;2;5;0.43;0.57;0.22;0.06;0.72;42854;Celtic Park;"[{'player_name': ' Furuhashi', 'player_number': '8'}, {'player_name': ' Maeda', 'player_number': '38'}, {'player_name': ' Hakšabanović', 'player_number': '9'}, {'player_name': ' Abada', 'player_number': '11'}, {'player_name': ' Hatate', 'player_number': '41'}, {'player_name': "" O'Riley"", 'player_number': '33'}, {'player_name': ' Taylor', 'player_number': '3'}, {'player_name': ' Jenz', 'player_number': '6'}, {'player_name': ' Carter-Vickers', 'player_number': '20'}, {'player_name': ' Juranović', 'player_number': '88'}, {'player_name': ' Hart', 'player_number': '1'}]";[{'player_name': ' Silva', 'player_number': '19'}, {'player_name': ' Werner', 'player_number': '11'}, {'player_name': ' Nkunku', 'player_number': '18'}, {'player_name': ' Szoboszlai', 'player_number': '17'}, {'player_name': ' Schlager', 'player_number': '24'}, {'player_name': ' Haidara', 'player_number': '8'}, {'player_name': ' Raum', 'player_number': '22'}, {'player_name': ' Gvardiol', 'player_number': '32'}, {'player_name': ' Orban', 'player_number': '4'}, {'player_name': ' Simakan', 'player_number': '2'}, {'player_name': ' Blaswich', 'player_number': '21'}];"['Furuhashi', 'Maeda', 'Hakšabanović', 'Abada', 'Hatate', ""O'Riley"", 'Taylor', 'Jenz', 'Carter-Vickers', 'Juranović', 'Hart']";['8', '38', '9', '11', '41', '33', '3', '6', '20', '88', '1'];['Silva', 'Werner', 'Nkunku', 'Szoboszlai', 'Schlager', 'Haidara', 'Raum', 'Gvardiol', 'Orban', 'Simakan', 'Blaswich'];['19', '11', '18', '17', '24', '8', '22', '32', '4', '2', '21']
76;2022-2023;11/10/2022;False;False;False;Maccabi Haifa;Juventus;2;0;0.42;0.58;14;10;4;5;0.55;0.45;0.19;0.04;0.77;123308;Sammy Ofer Stadium;[{'player_name': ' David', 'player_number': '21'}, {'player_name': ' Pierrot', 'player_number': '9'}, {'player_name': ' Chery', 'player_number': '10'}, {'player_name': ' Muhammad', 'player_number': '4'}, {'player_name': ' Lavi', 'player_number': '6'}, {'player_name': ' Atzili', 'player_number': '7'}, {'player_name': ' Cornud', 'player_number': '27'}, {'player_name': ' Goldberg', 'player_number': '3'}, {'player_name': ' Batubinsika', 'player_number': '19'}, {'player_name': ' Sundgren', 'player_number': '2'}, {'player_name': ' Cohen', 'player_number': '44'}];[{'player_name': ' Vlahović', 'player_number': '9'}, {'player_name': ' Di María', 'player_number': '22'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Paredes', 'player_number': '32'}, {'player_name': ' McKennie', 'player_number': '8'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Rugani', 'player_number': '24'}, {'player_name': ' Bonucci', 'player_number': '19'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Szczęsny', 'player_number': '1'}];['David', 'Pierrot', 'Chery', 'Muhammad', 'Lavi', 'Atzili', 'Cornud', 'Goldberg', 'Batubinsika', 'Sundgren', 'Cohen'];['21', '9', '10', '4', '6', '7', '27', '3', '19', '2', '44'];['Vlahović', 'Di María', 'Cuadrado', 'Rabiot', 'Paredes', 'McKennie', 'Alex Sandro', 'Rugani', 'Bonucci', 'Danilo', 'Szczęsny'];['9', '22', '11', '25', '32', '8', '12', '24', '19', '6', '1']
77;2022-2023;11/10/2022;False;False;False;FC Copenhagen;Manchester City;0;0;0.41;0.59;6;14;1;4;0.38;0.63;0.06;0.02;0.92;146279;Parken;[{'player_name': ' Daramy', 'player_number': '15'}, {'player_name': ' Claesson', 'player_number': '7'}, {'player_name': ' Haraldsson', 'player_number': '30'}, {'player_name': ' Kristiansen', 'player_number': '34'}, {'player_name': ' Lerager', 'player_number': '12'}, {'player_name': ' Stamenic', 'player_number': '35'}, {'player_name': ' Jelert', 'player_number': '19'}, {'player_name': ' Lund Jensen', 'player_number': '27'}, {'player_name': ' Boilesen', 'player_number': '20'}, {'player_name': ' Khocholava', 'player_number': '5'}, {'player_name': ' Grabara', 'player_number': '1'}];[{'player_name': ' Álvarez', 'player_number': '19'}, {'player_name': ' Grealish', 'player_number': '10'}, {'player_name': ' De Bruyne', 'player_number': '17'}, {'player_name': ' Mahrez', 'player_number': '26'}, {'player_name': ' Gündoğan', 'player_number': '8'}, {'player_name': ' Rodri', 'player_number': '16'}, {'player_name': ' Gómez', 'player_number': '21'}, {'player_name': ' Laporte', 'player_number': '14'}, {'player_name': ' Akanji', 'player_number': '25'}, {'player_name': ' Cancelo', 'player_number': '7'}, {'player_name': ' Ederson', 'player_number': '31'}];['Daramy', 'Claesson', 'Haraldsson', 'Kristiansen', 'Lerager', 'Stamenic', 'Jelert', 'Lund Jensen', 'Boilesen', 'Khocholava', 'Grabara'];['15', '7', '30', '34', '12', '35', '19', '27', '20', '5', '1'];['Álvarez', 'Grealish', 'De Bruyne', 'Mahrez', 'Gündoğan', 'Rodri', 'Gómez', 'Laporte', 'Akanji', 'Cancelo', 'Ederson'];['19', '10', '17', '26', '8', '16', '21', '14', '25', '7', '31']
78;2022-2023;05/10/2022;False;False;False;Real Madrid;Shakhtar Donetsk;2;1;0.6;0.4;36;11;14;3;0.64;0.37;0.91;0.02;0.07;189841;Santiago Bernabéu;[{'player_name': ' Vinícius Júnior', 'player_number': '20'}, {'player_name': ' Benzema', 'player_number': '9'}, {'player_name': ' Rodrygo', 'player_number': '21'}, {'player_name': ' Kroos', 'player_number': '8'}, {'player_name': ' Tchouaméni', 'player_number': '18'}, {'player_name': ' Valverde', 'player_number': '15'}, {'player_name': ' Mendy', 'player_number': '23'}, {'player_name': ' Alaba', 'player_number': '4'}, {'player_name': ' Éder Militão', 'player_number': '3'}, {'player_name': ' Carvajal', 'player_number': '2'}, {'player_name': ' Lunin', 'player_number': '13'}];[{'player_name': ' Zubkov', 'player_number': '11'}, {'player_name': ' Mudryk', 'player_number': '10'}, {'player_name': ' Sudakov', 'player_number': '8'}, {'player_name': ' Bondarenko', 'player_number': '21'}, {'player_name': ' Shved', 'player_number': '9'}, {'player_name': ' Stepanenko', 'player_number': '6'}, {'player_name': ' Mykhailichenko', 'player_number': '15'}, {'player_name': ' Matvienko', 'player_number': '22'}, {'player_name': ' Bondar', 'player_number': '5'}, {'player_name': ' Konoplya', 'player_number': '26'}, {'player_name': ' Trubin', 'player_number': '81'}];['Vinícius Júnior', 'Benzema', 'Rodrygo', 'Kroos', 'Tchouaméni', 'Valverde', 'Mendy', 'Alaba', 'Éder Militão', 'Carvajal', 'Lunin'];['20', '9', '21', '8', '18', '15', '23', '4', '3', '2', '13'];['Zubkov', 'Mudryk', 'Sudakov', 'Bondarenko', 'Shved', 'Stepanenko', 'Mykhailichenko', 'Matvienko', 'Bondar', 'Konoplya', 'Trubin'];['11', '10', '8', '21', '9', '6', '15', '22', '5', '26', '81']
79;2022-2023;05/10/2022;False;False;False;Manchester City;FC Copenhagen;5;0;0.76;0.24;30;2;16;0;0.52;0.48;0.95;0.01;0.04;144544;Etihad Stadium;[{'player_name': ' Álvarez', 'player_number': '19'}, {'player_name': ' Haaland', 'player_number': '9'}, {'player_name': ' Grealish', 'player_number': '10'}, {'player_name': ' Bernardo Silva', 'player_number': '20'}, {'player_name': ' Gündoğan', 'player_number': '8'}, {'player_name': ' Mahrez', 'player_number': '26'}, {'player_name': ' Gómez', 'player_number': '21'}, {'player_name': ' Laporte', 'player_number': '14'}, {'player_name': ' Dias', 'player_number': '3'}, {'player_name': ' Cancelo', 'player_number': '7'}, {'player_name': ' Ederson', 'player_number': '31'}];[{'player_name': ' Daramy', 'player_number': '15'}, {'player_name': ' Karamoko', 'player_number': '29'}, {'player_name': ' Bergmann Jóhannesson', 'player_number': '8'}, {'player_name': ' Claesson', 'player_number': '7'}, {'player_name': ' Lerager', 'player_number': '12'}, {'player_name': ' Stamenic', 'player_number': '35'}, {'player_name': ' Kristiansen', 'player_number': '34'}, {'player_name': ' Khocholava', 'player_number': '5'}, {'player_name': ' Vavro', 'player_number': '3'}, {'player_name': ' Diks', 'player_number': '2'}, {'player_name': ' Grabara', 'player_number': '1'}];['Álvarez', 'Haaland', 'Grealish', 'Bernardo Silva', 'Gündoğan', 'Mahrez', 'Gómez', 'Laporte', 'Dias', 'Cancelo', 'Ederson'];['19', '9', '10', '20', '8', '26', '21', '14', '3', '7', '31'];['Daramy', 'Karamoko', 'Bergmann Jóhannesson', 'Claesson', 'Lerager', 'Stamenic', 'Kristiansen', 'Khocholava', 'Vavro', 'Diks', 'Grabara'];['15', '29', '8', '7', '12', '35', '34', '5', '3', '2', '1']
