match_id;SEASON;date;pens;pens_home_score;pens_away_score;HOME_TEAM;AWAY_TEAM;HT_SCORE;AW_SCORE;possession_home;possession_away;total_shots_home;total_shots_away;shots_on_target_home;shots_on_target_away;duels_won_home;duels_won_away;prediction_team_home_win;prediction_draw;prediction_team_away_win;prediction_quantity;location;lineup_home;lineup_away;player_names_home;player_numbers_home;player_names_away;player_numbers_away
30;2022-2023;02/11/2022;False;False;False;Milan;RB Salzburg;4;0;0.48;0.52;15;16;7;6;0.52;0.48;0.81;0.05;0.14;105187;Giuseppe Meazza;[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Rebic', 'player_number': '12'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Kjær', 'player_number': '24'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Tatarusanu', 'player_number': '1'}];[{'player_name': ' Adamu', 'player_number': '9'}, {'player_name': ' Okafor', 'player_number': '77'}, {'player_name': ' Sučić', 'player_number': '21'}, {'player_name': ' Kjærgaard', 'player_number': '14'}, {'player_name': ' Seiwald', 'player_number': '13'}, {'player_name': ' Gourna-Douath', 'player_number': '27'}, {'player_name': ' Wöber', 'player_number': '39'}, {'player_name': ' Pavlović', 'player_number': '31'}, {'player_name': ' Solet', 'player_number': '22'}, {'player_name': ' Dedic', 'player_number': '70'}, {'player_name': ' Köhn', 'player_number': '18'}];['Giroud', 'Leão', 'Krunic', 'Rebic', 'Bennacer', 'Tonali', 'Hernandez', 'Tomori', 'Kjær', 'Kalulu', 'Tatarusanu'];['9', '17', '33', '12', '4', '8', '19', '23', '24', '20', '1'];['Adamu', 'Okafor', 'Sučić', 'Kjærgaard', 'Seiwald', 'Gourna-Douath', 'Wöber', 'Pavlović', 'Solet', 'Dedic', 'Köhn'];['9', '77', '21', '14', '13', '27', '39', '31', '22', '70', '18']
31;2022-2023;02/11/2022;False;False;False;Manchester City;Sevilla;3;1;0.62;0.38;21;7;7;2;0.55;0.45;0.87;0.03;0.1;113949;Etihad Stadium;[{'player_name': ' Grealish', 'player_number': '10'}, {'player_name': ' Álvarez', 'player_number': '19'}, {'player_name': ' Mahrez', 'player_number': '26'}, {'player_name': ' Foden', 'player_number': '47'}, {'player_name': ' Gündoğan', 'player_number': '8'}, {'player_name': ' Palmer', 'player_number': '80'}, {'player_name': ' Gómez', 'player_number': '21'}, {'player_name': ' Laporte', 'player_number': '14'}, {'player_name': ' Dias', 'player_number': '3'}, {'player_name': ' Lewis', 'player_number': '82'}, {'player_name': ' Ortega', 'player_number': '18'}];[{'player_name': ' Gómez', 'player_number': '24'}, {'player_name': ' Isco', 'player_number': '22'}, {'player_name': ' Rakitic', 'player_number': '10'}, {'player_name': ' Delaney', 'player_number': '18'}, {'player_name': ' Mir', 'player_number': '12'}, {'player_name': ' Acuña', 'player_number': '19'}, {'player_name': ' Rekik', 'player_number': '4'}, {'player_name': ' Marcão', 'player_number': '23'}, {'player_name': ' Carmona', 'player_number': '30'}, {'player_name': ' Montiel', 'player_number': '2'}, {'player_name': ' Bono', 'player_number': '13'}];['Grealish', 'Álvarez', 'Mahrez', 'Foden', 'Gündoğan', 'Palmer', 'Gómez', 'Laporte', 'Dias', 'Lewis', 'Ortega'];['10', '19', '26', '47', '8', '80', '21', '14', '3', '82', '18'];['Gómez', 'Isco', 'Rakitic', 'Delaney', 'Mir', 'Acuña', 'Rekik', 'Marcão', 'Carmona', 'Montiel', 'Bono'];['24', '22', '10', '18', '12', '19', '4', '23', '30', '2', '13']
32;2022-2023;02/11/2022;False;False;False;Maccabi Haifa;Benfica;1;6;0.42;0.58;10;17;2;10;0.48;0.52;0.17;0.04;0.79;65212;Sammy Ofer Stadium;[{'player_name': ' Chery', 'player_number': '10'}, {'player_name': ' Pierrot', 'player_number': '9'}, {'player_name': ' David', 'player_number': '21'}, {'player_name': ' Abu Fani', 'player_number': '16'}, {'player_name': ' Lavi', 'player_number': '6'}, {'player_name': ' Muhammad', 'player_number': '4'}, {'player_name': ' Cornud', 'player_number': '27'}, {'player_name': ' Goldberg', 'player_number': '3'}, {'player_name': ' Seck', 'player_number': '30'}, {'player_name': ' Meir', 'player_number': '22'}, {'player_name': ' Cohen', 'player_number': '44'}];[{'player_name': ' Ramos', 'player_number': '88'}, {'player_name': ' João Mário', 'player_number': '20'}, {'player_name': ' Silva', 'player_number': '27'}, {'player_name': ' Neres Campos', 'player_number': '7'}, {'player_name': ' Aursnes', 'player_number': '8'}, {'player_name': ' Florentino', 'player_number': '61'}, {'player_name': ' Grimaldo', 'player_number': '3'}, {'player_name': ' Otamendi', 'player_number': '30'}, {'player_name': ' Silva', 'player_number': '66'}, {'player_name': ' Bah', 'player_number': '6'}, {'player_name': ' Vlachodimos', 'player_number': '99'}];['Chery', 'Pierrot', 'David', 'Abu Fani', 'Lavi', 'Muhammad', 'Cornud', 'Goldberg', 'Seck', 'Meir', 'Cohen'];['10', '9', '21', '16', '6', '4', '27', '3', '30', '22', '44'];['Ramos', 'João Mário', 'Silva', 'Neres Campos', 'Aursnes', 'Florentino', 'Grimaldo', 'Otamendi', 'Silva', 'Bah', 'Vlachodimos'];['88', '20', '27', '7', '8', '61', '3', '30', '66', '6', '99']
33;2022-2023;02/11/2022;False;False;False;Juventus;PSG;1;2;0.47;0.53;15;7;2;5;0.55;0.45;0.21;0.04;0.75;283606;Allianz Stadium;[{'player_name': ' Milik', 'player_number': '14'}, {'player_name': ' Miretti', 'player_number': '20'}, {'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Fagioli', 'player_number': '44'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Bonucci', 'player_number': '19'}, {'player_name': ' Gatti', 'player_number': '15'}, {'player_name': ' Szczęsny', 'player_number': '1'}];[{'player_name': ' Mbappé', 'player_number': '7'}, {'player_name': ' Messi', 'player_number': '30'}, {'player_name': ' Soler', 'player_number': '28'}, {'player_name': ' Vitinha', 'player_number': '17'}, {'player_name': ' Verratti', 'player_number': '6'}, {'player_name': ' Ruiz', 'player_number': '8'}, {'player_name': ' Bernat', 'player_number': '14'}, {'player_name': ' Marquinhos', 'player_number': '5'}, {'player_name': ' Ramos', 'player_number': '4'}, {'player_name': ' Hakimi', 'player_number': '2'}, {'player_name': ' Donnarumma', 'player_number': '99'}];['Milik', 'Miretti', 'Kostić', 'Rabiot', 'Locatelli', 'Fagioli', 'Cuadrado', 'Alex Sandro', 'Bonucci', 'Gatti', 'Szczęsny'];['14', '20', '17', '25', '5', '44', '11', '12', '19', '15', '1'];['Mbappé', 'Messi', 'Soler', 'Vitinha', 'Verratti', 'Ruiz', 'Bernat', 'Marquinhos', 'Ramos', 'Hakimi', 'Donnarumma'];['7', '30', '28', '17', '6', '8', '14', '5', '4', '2', '99']
34;2022-2023;02/11/2022;False;False;False;FC Copenhagen;Borussia Dortmund;1;1;0.42;0.58;22;13;9;1;0.56;0.44;0.06;0.03;0.91;66613;Parken;[{'player_name': ' Daramy', 'player_number': '15'}, {'player_name': ' Haraldsson', 'player_number': '30'}, {'player_name': ' Bardghji', 'player_number': '40'}, {'player_name': ' Claesson', 'player_number': '7'}, {'player_name': ' Clem', 'player_number': '36'}, {'player_name': ' Lerager', 'player_number': '12'}, {'player_name': ' Sørensen', 'player_number': '6'}, {'player_name': ' Lund Jensen', 'player_number': '27'}, {'player_name': ' Vavro', 'player_number': '3'}, {'player_name': ' Diks', 'player_number': '2'}, {'player_name': ' Grabara', 'player_number': '1'}];[{'player_name': ' Modeste', 'player_number': '20'}, {'player_name': ' Reyna', 'player_number': '7'}, {'player_name': ' Malen', 'player_number': '21'}, {'player_name': ' Adeyemi', 'player_number': '27'}, {'player_name': ' Özcan', 'player_number': '6'}, {'player_name': ' Can', 'player_number': '23'}, {'player_name': ' Hazard', 'player_number': '10'}, {'player_name': ' Schlotterbeck', 'player_number': '4'}, {'player_name': ' Hummels', 'player_number': '15'}, {'player_name': ' Passlack', 'player_number': '30'}, {'player_name': ' Kobel', 'player_number': '1'}];['Daramy', 'Haraldsson', 'Bardghji', 'Claesson', 'Clem', 'Lerager', 'Sørensen', 'Lund Jensen', 'Vavro', 'Diks', 'Grabara'];['15', '30', '40', '7', '36', '12', '6', '27', '3', '2', '1'];['Modeste', 'Reyna', 'Malen', 'Adeyemi', 'Özcan', 'Can', 'Hazard', 'Schlotterbeck', 'Hummels', 'Passlack', 'Kobel'];['20', '7', '21', '27', '6', '23', '10', '4', '15', '30', '1']
35;2022-2023;02/11/2022;False;False;False;Chelsea;Dinamo Zagreb;2;1;0.59;0.41;22;7;6;2;0.5;0.5;0.88;0.03;0.09;79071;Stamford Bridge;[{'player_name': ' Aubameyang', 'player_number': '9'}, {'player_name': ' Sterling', 'player_number': '17'}, {'player_name': ' Havertz', 'player_number': '29'}, {'player_name': ' Zakaria', 'player_number': '20'}, {'player_name': ' Jorginho', 'player_number': '5'}, {'player_name': ' Mount', 'player_number': '19'}, {'player_name': ' Chilwell', 'player_number': '21'}, {'player_name': ' Koulibaly', 'player_number': '26'}, {'player_name': ' Chalobah', 'player_number': '14'}, {'player_name': ' Azpilicueta', 'player_number': '28'}, {'player_name': ' Mendy', 'player_number': '16'}];[{'player_name': ' Oršić', 'player_number': '99'}, {'player_name': ' Petković', 'player_number': '9'}, {'player_name': ' Ljubicic', 'player_number': '14'}, {'player_name': ' Ademi', 'player_number': '5'}, {'player_name': ' Ivanusec', 'player_number': '7'}, {'player_name': ' Moharrami', 'player_number': '2'}, {'player_name': ' Misic', 'player_number': '27'}, {'player_name': ' Peric', 'player_number': '55'}, {'player_name': ' Šutalo', 'player_number': '37'}, {'player_name': ' Ristovski', 'player_number': '13'}, {'player_name': ' Livaković', 'player_number': '40'}];['Aubameyang', 'Sterling', 'Havertz', 'Zakaria', 'Jorginho', 'Mount', 'Chilwell', 'Koulibaly', 'Chalobah', 'Azpilicueta', 'Mendy'];['9', '17', '29', '20', '5', '19', '21', '26', '14', '28', '16'];['Oršić', 'Petković', 'Ljubicic', 'Ademi', 'Ivanusec', 'Moharrami', 'Misic', 'Peric', 'Šutalo', 'Ristovski', 'Livaković'];['99', '9', '14', '5', '7', '2', '27', '55', '37', '13', '40']
36;2022-2023;02/11/2022;False;False;False;Real Madrid;Celtic;5;1;0.65;0.35;25;14;10;8;0.61;0.4;0.91;0.02;0.07;182529;Santiago Bernabéu;[{'player_name': ' Vinícius Júnior', 'player_number': '20'}, {'player_name': ' Rodrygo', 'player_number': '21'}, {'player_name': ' Asensio', 'player_number': '11'}, {'player_name': ' Modrić', 'player_number': '10'}, {'player_name': ' Kroos', 'player_number': '8'}, {'player_name': ' Valverde', 'player_number': '15'}, {'player_name': ' Mendy', 'player_number': '23'}, {'player_name': ' Alaba', 'player_number': '4'}, {'player_name': ' Éder Militão', 'player_number': '3'}, {'player_name': ' Carvajal', 'player_number': '2'}, {'player_name': ' Courtois', 'player_number': '1'}];"[{'player_name': ' Furuhashi', 'player_number': '8'}, {'player_name': ' Maeda', 'player_number': '38'}, {'player_name': ' Hatate', 'player_number': '41'}, {'player_name': "" O'Riley"", 'player_number': '33'}, {'player_name': ' Mooy', 'player_number': '13'}, {'player_name': ' Abada', 'player_number': '11'}, {'player_name': ' Taylor', 'player_number': '3'}, {'player_name': ' Jenz', 'player_number': '6'}, {'player_name': ' Starfelt', 'player_number': '4'}, {'player_name': ' Juranović', 'player_number': '88'}, {'player_name': ' Hart', 'player_number': '1'}]";['Vinícius Júnior', 'Rodrygo', 'Asensio', 'Modrić', 'Kroos', 'Valverde', 'Mendy', 'Alaba', 'Éder Militão', 'Carvajal', 'Courtois'];['20', '21', '11', '10', '8', '15', '23', '4', '3', '2', '1'];"['Furuhashi', 'Maeda', 'Hatate', ""O'Riley"", 'Mooy', 'Abada', 'Taylor', 'Jenz', 'Starfelt', 'Juranović', 'Hart']";['8', '38', '41', '33', '13', '11', '3', '6', '4', '88', '1']
37;2022-2023;02/11/2022;False;False;False;Shakhtar Donetsk;RB Leipzig;0;4;0.48;0.52;5;12;1;7;0.39;0.61;0.2;0.05;0.75;59019;Stadion Miejski Legii Warszawa im. Marszałka Józefa Piłsudskiego;[{'player_name': ' Traoré', 'player_number': '2'}, {'player_name': ' Mudryk', 'player_number': '10'}, {'player_name': ' Sudakov', 'player_number': '8'}, {'player_name': ' Bondarenko', 'player_number': '21'}, {'player_name': ' Petryak', 'player_number': '34'}, {'player_name': ' Stepanenko', 'player_number': '6'}, {'player_name': ' Mykhailichenko', 'player_number': '15'}, {'player_name': ' Matvienko', 'player_number': '22'}, {'player_name': ' Bondar', 'player_number': '5'}, {'player_name': ' Konoplya', 'player_number': '26'}, {'player_name': ' Trubin', 'player_number': '81'}];[{'player_name': ' Silva', 'player_number': '19'}, {'player_name': ' Werner', 'player_number': '11'}, {'player_name': ' Nkunku', 'player_number': '18'}, {'player_name': ' Szoboszlai', 'player_number': '17'}, {'player_name': ' Kampl', 'player_number': '44'}, {'player_name': ' Schlager', 'player_number': '24'}, {'player_name': ' Raum', 'player_number': '22'}, {'player_name': ' Gvardiol', 'player_number': '32'}, {'player_name': ' Orban', 'player_number': '4'}, {'player_name': ' Simakan', 'player_number': '2'}, {'player_name': ' Blaswich', 'player_number': '21'}];['Traoré', 'Mudryk', 'Sudakov', 'Bondarenko', 'Petryak', 'Stepanenko', 'Mykhailichenko', 'Matvienko', 'Bondar', 'Konoplya', 'Trubin'];['2', '10', '8', '21', '34', '6', '15', '22', '5', '26', '81'];['Silva', 'Werner', 'Nkunku', 'Szoboszlai', 'Kampl', 'Schlager', 'Raum', 'Gvardiol', 'Orban', 'Simakan', 'Blaswich'];['19', '11', '18', '17', '44', '24', '22', '32', '4', '2', '21']
38;2022-2023;01/11/2022;False;False;False;Liverpool;Napoli;2;0;0.53;0.47;14;10;6;2;0.41;0.59;0.44;0.05;0.51;160662;Anfield;[{'player_name': ' Jones', 'player_number': '17'}, {'player_name': ' Firmino', 'player_number': '9'}, {'player_name': ' Salah', 'player_number': '11'}, {'player_name': ' Thiago', 'player_number': '6'}, {'player_name': ' Fabinho', 'player_number': '3'}, {'player_name': ' Milner', 'player_number': '7'}, {'player_name': ' Tsimikas', 'player_number': '21'}, {'player_name': ' Van Dijk', 'player_number': '4'}, {'player_name': ' Konaté', 'player_number': '5'}, {'player_name': ' Alexander-Arnold', 'player_number': '66'}, {'player_name': ' Alisson', 'player_number': '1'}];[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Politano', 'player_number': '21'}, {'player_name': ' Ndombele', 'player_number': '91'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Olivera', 'player_number': '17'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Østigård', 'player_number': '55'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}];['Jones', 'Firmino', 'Salah', 'Thiago', 'Fabinho', 'Milner', 'Tsimikas', 'Van Dijk', 'Konaté', 'Alexander-Arnold', 'Alisson'];['17', '9', '11', '6', '3', '7', '21', '4', '5', '66', '1'];['Kvaratskhelia', 'Osimhen', 'Politano', 'Ndombele', 'Lobotka', 'Zambo Anguissa', 'Olivera', 'Kim Min-jae', 'Østigård', 'Di Lorenzo', 'Meret'];['77', '9', '21', '91', '68', '99', '17', '3', '55', '22', '1']
39;2022-2023;01/11/2022;False;False;False;Viktoria Plzeň;Barcelona;2;4;0.23;0.77;22;11;8;7;0.49;0.51;0.1;0.02;0.88;196851;Doosan Aréna;"[{'player_name': ' Chory', 'player_number': '15'}, {'player_name': ' Pilar', 'player_number': '6'}, {'player_name': ' Vlkanova', 'player_number': '88'}, {'player_name': ' Jirka', 'player_number': '77'}, {'player_name': ' Kalvach', 'player_number': '23'}, {'player_name': "" N'Diaye"", 'player_number': '99'}, {'player_name': ' Jemelka', 'player_number': '21'}, {'player_name': ' Pernica', 'player_number': '4'}, {'player_name': ' Hejda', 'player_number': '2'}, {'player_name': ' Holík', 'player_number': '44'}, {'player_name': ' Stanek', 'player_number': '36'}]";[{'player_name': ' Torres', 'player_number': '11'}, {'player_name': ' Fati', 'player_number': '10'}, {'player_name': ' Raphinha', 'player_number': '22'}, {'player_name': ' Torre', 'player_number': '32'}, {'player_name': ' Kessié', 'player_number': '19'}, {'player_name': ' Gavi', 'player_number': '30'}, {'player_name': ' Alba', 'player_number': '18'}, {'player_name': ' Alonso', 'player_number': '17'}, {'player_name': ' Pique', 'player_number': '3'}, {'player_name': ' Bellerin', 'player_number': '2'}, {'player_name': ' Peña', 'player_number': '26'}];"['Chory', 'Pilar', 'Vlkanova', 'Jirka', 'Kalvach', ""N'Diaye"", 'Jemelka', 'Pernica', 'Hejda', 'Holík', 'Stanek']";['15', '6', '88', '77', '23', '99', '21', '4', '2', '44', '36'];['Torres', 'Fati', 'Raphinha', 'Torre', 'Kessié', 'Gavi', 'Alba', 'Alonso', 'Pique', 'Bellerin', 'Peña'];['11', '10', '22', '32', '19', '30', '18', '17', '3', '2', '26']
40;2022-2023;01/11/2022;False;False;False;Sporting CP;Eintracht Frankfurt;1;2;0.45;0.55;5;6;2;4;0.58;0.42;0.46;0.07;0.47;57491;Estádio José Alvalade;[{'player_name': ' Dias Fernandes', 'player_number': '20'}, {'player_name': ' Gomes Lourenço', 'player_number': '33'}, {'player_name': ' Edwards', 'player_number': '10'}, {'player_name': ' Santos', 'player_number': '11'}, {'player_name': ' Gonçalves', 'player_number': '28'}, {'player_name': ' Ugarte', 'player_number': '15'}, {'player_name': ' Porro', 'player_number': '24'}, {'player_name': ' Inácio', 'player_number': '25'}, {'player_name': ' Coates', 'player_number': '4'}, {'player_name': ' St', 'player_number': '3'}, {'player_name': ' Adan', 'player_number': '1'}];[{'player_name': ' Götze', 'player_number': '27'}, {'player_name': ' Kolo Muani', 'player_number': '9'}, {'player_name': ' Lindstrøm', 'player_number': '29'}, {'player_name': ' Pellegrini', 'player_number': '33'}, {'player_name': ' Kamada', 'player_number': '15'}, {'player_name': ' Sow', 'player_number': '8'}, {'player_name': ' Ebimbe', 'player_number': '26'}, {'player_name': ' Ndicka', 'player_number': '2'}, {'player_name': ' Jakić', 'player_number': '6'}, {'player_name': ' Tuta', 'player_number': '35'}, {'player_name': ' Trapp', 'player_number': '1'}];['Dias Fernandes', 'Gomes Lourenço', 'Edwards', 'Santos', 'Gonçalves', 'Ugarte', 'Porro', 'Inácio', 'Coates', 'St', 'Adan'];['20', '33', '10', '11', '28', '15', '24', '25', '4', '3', '1'];['Götze', 'Kolo Muani', 'Lindstrøm', 'Pellegrini', 'Kamada', 'Sow', 'Ebimbe', 'Ndicka', 'Jakić', 'Tuta', 'Trapp'];['27', '9', '29', '33', '15', '8', '26', '2', '6', '35', '1']
41;2022-2023;01/11/2022;False;False;False;Rangers;Ajax;1;3;0.45;0.55;8;13;3;7;0.51;0.49;0.13;0.04;0.83;50001;Ibrox Stadium;[{'player_name': ' Čolak', 'player_number': '9'}, {'player_name': ' Kent', 'player_number': '14'}, {'player_name': ' Tillman', 'player_number': '71'}, {'player_name': ' Sakala', 'player_number': '30'}, {'player_name': ' Davis', 'player_number': '10'}, {'player_name': ' Arfield', 'player_number': '37'}, {'player_name': ' Barišić', 'player_number': '31'}, {'player_name': ' King', 'player_number': '38'}, {'player_name': ' Sands', 'player_number': '19'}, {'player_name': ' Tavernier', 'player_number': '2'}, {'player_name': ' McGregor', 'player_number': '1'}];[{'player_name': ' Tadić', 'player_number': '10'}, {'player_name': ' Kudus', 'player_number': '20'}, {'player_name': ' Bergwijn', 'player_number': '7'}, {'player_name': ' Taylor', 'player_number': '8'}, {'player_name': ' Álvarez', 'player_number': '4'}, {'player_name': ' Berghuis', 'player_number': '23'}, {'player_name': ' Wijndal', 'player_number': '5'}, {'player_name': ' Bassey', 'player_number': '3'}, {'player_name': ' Timber', 'player_number': '2'}, {'player_name': ' Sánchez', 'player_number': '19'}, {'player_name': ' Pasveer', 'player_number': '22'}];['Čolak', 'Kent', 'Tillman', 'Sakala', 'Davis', 'Arfield', 'Barišić', 'King', 'Sands', 'Tavernier', 'McGregor'];['9', '14', '71', '30', '10', '37', '31', '38', '19', '2', '1'];['Tadić', 'Kudus', 'Bergwijn', 'Taylor', 'Álvarez', 'Berghuis', 'Wijndal', 'Bassey', 'Timber', 'Sánchez', 'Pasveer'];['10', '20', '7', '8', '4', '23', '5', '3', '2', '19', '22']
42;2022-2023;01/11/2022;False;False;False;Marseille;Tottenham Hotspur;1;2;0.64;0.36;16;7;4;3;0.43;0.57;0.37;0.05;0.58;99425;Stade Vélodrome;[{'player_name': ' Sanchez', 'player_number': '70'}, {'player_name': ' Harit', 'player_number': '77'}, {'player_name': ' Guendouzi', 'player_number': '6'}, {'player_name': ' Tavares', 'player_number': '30'}, {'player_name': ' Veretout', 'player_number': '27'}, {'player_name': ' Rongier', 'player_number': '21'}, {'player_name': ' Clauss', 'player_number': '7'}, {'player_name': ' Balerdi', 'player_number': '5'}, {'player_name': ' Bailly', 'player_number': '3'}, {'player_name': ' Mbemba', 'player_number': '99'}, {'player_name': ' Lopez', 'player_number': '16'}];[{'player_name': ' Son Heung-min', 'player_number': '7'}, {'player_name': ' Kane', 'player_number': '10'}, {'player_name': ' Moura', 'player_number': '27'}, {'player_name': ' Perišić', 'player_number': '14'}, {'player_name': ' Bentancur', 'player_number': '30'}, {'player_name': ' Højbjerg', 'player_number': '5'}, {'player_name': ' Sessegnon', 'player_number': '19'}, {'player_name': ' Davies', 'player_number': '33'}, {'player_name': ' Lenglet', 'player_number': '34'}, {'player_name': ' Dier', 'player_number': '15'}, {'player_name': ' Lloris', 'player_number': '1'}];['Sanchez', 'Harit', 'Guendouzi', 'Tavares', 'Veretout', 'Rongier', 'Clauss', 'Balerdi', 'Bailly', 'Mbemba', 'Lopez'];['70', '77', '6', '30', '27', '21', '7', '5', '3', '99', '16'];['Son Heung-min', 'Kane', 'Moura', 'Perišić', 'Bentancur', 'Højbjerg', 'Sessegnon', 'Davies', 'Lenglet', 'Dier', 'Lloris'];['7', '10', '27', '14', '30', '5', '19', '33', '34', '15', '1']
43;2022-2023;01/11/2022;False;False;False;Bayern Munich;Inter;2;0;0.6;0.4;23;7;8;4;0.48;0.52;0.74;0.05;0.21;159662;Allianz Arena;[{'player_name': ' Choupo-Moting', 'player_number': '13'}, {'player_name': ' Mané', 'player_number': '17'}, {'player_name': ' Gravenberch', 'player_number': '38'}, {'player_name': ' Coman', 'player_number': '11'}, {'player_name': ' Sabitzer', 'player_number': '18'}, {'player_name': ' Kimmich', 'player_number': '6'}, {'player_name': ' Stanišić', 'player_number': '44'}, {'player_name': ' Upamecano', 'player_number': '2'}, {'player_name': ' Pavard', 'player_number': '5'}, {'player_name': ' Mazraoui', 'player_number': '40'}, {'player_name': ' Ulreich', 'player_number': '26'}];[{'player_name': ' Correa', 'player_number': '11'}, {'player_name': ' Martínez', 'player_number': '10'}, {'player_name': ' Gosens', 'player_number': '8'}, {'player_name': ' Gagliardini', 'player_number': '5'}, {'player_name': ' Asllani', 'player_number': '14'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Bellanova', 'player_number': '12'}, {'player_name': ' Acerbi', 'player_number': '15'}, {'player_name': ' De Vrij', 'player_number': '6'}, {'player_name': ' Darmian', 'player_number': '36'}, {'player_name': ' Onana', 'player_number': '24'}];['Choupo-Moting', 'Mané', 'Gravenberch', 'Coman', 'Sabitzer', 'Kimmich', 'Stanišić', 'Upamecano', 'Pavard', 'Mazraoui', 'Ulreich'];['13', '17', '38', '11', '18', '6', '44', '2', '5', '40', '26'];['Correa', 'Martínez', 'Gosens', 'Gagliardini', 'Asllani', 'Barella', 'Bellanova', 'Acerbi', 'De Vrij', 'Darmian', 'Onana'];['11', '10', '8', '5', '14', '23', '12', '15', '6', '36', '24']
44;2022-2023;01/11/2022;False;False;False;FC Porto;Atlético de Madrid;2;1;0.51;0.49;16;11;8;5;0.53;0.48;0.5;0.05;0.45;79169;Estádio Do Dragão;[{'player_name': ' Galeno', 'player_number': '13'}, {'player_name': ' Taremi', 'player_number': '9'}, {'player_name': ' de Lima Barbosa', 'player_number': '30'}, {'player_name': ' Eustáquio', 'player_number': '46'}, {'player_name': ' Grujić', 'player_number': '16'}, {'player_name': ' Otávio', 'player_number': '25'}, {'player_name': ' Sanusi', 'player_number': '12'}, {'player_name': ' Marcano', 'player_number': '5'}, {'player_name': ' Rodrigues Cardoso', 'player_number': '2'}, {'player_name': ' Pepê', 'player_number': '11'}, {'player_name': ' Costa', 'player_number': '99'}];[{'player_name': ' Félix', 'player_number': '7'}, {'player_name': ' Griezmann', 'player_number': '8'}, {'player_name': ' Correa', 'player_number': '10'}, {'player_name': ' Niguez', 'player_number': '17'}, {'player_name': ' Witsel', 'player_number': '20'}, {'player_name': ' De Paul', 'player_number': '5'}, {'player_name': ' Molina', 'player_number': '16'}, {'player_name': ' Mandava', 'player_number': '23'}, {'player_name': ' Giménez', 'player_number': '2'}, {'player_name': ' Savic', 'player_number': '15'}, {'player_name': ' Oblak', 'player_number': '13'}];['Galeno', 'Taremi', 'de Lima Barbosa', 'Eustáquio', 'Grujić', 'Otávio', 'Sanusi', 'Marcano', 'Rodrigues Cardoso', 'Pepê', 'Costa'];['13', '9', '30', '46', '16', '25', '12', '5', '2', '11', '99'];['Félix', 'Griezmann', 'Correa', 'Niguez', 'Witsel', 'De Paul', 'Molina', 'Mandava', 'Giménez', 'Savic', 'Oblak'];['7', '8', '10', '17', '20', '5', '16', '23', '2', '15', '13']
