SEASON,HOME_TEAM,AWAY_TEAM,HT_SCORE,AW_SCORE
2020,Chelsea FC,FK Krasnodar,1,1
2020,Stade Rennes,Sevilla FC,1,3
2020,Zenit St. Petersburg,Club Brugge KV,1,2
2020,Lazio Roma,Borussia Dortmund,3,1
2020,Borussia Dortmund,Zenit St. Petersburg,2,0
2020,Club Brugge KV,Lazio Roma,1,1
2020,Zenit St. Petersburg,Lazio Roma,1,1
2020,Club Brugge KV,Borussia Dortmund,0,3
2020,Borussia Dortmund,Club Brugge KV,3,0
2020,Lazio Roma,Zenit St. Petersburg,3,1
2020,Borussia Dortmund,Lazio Roma,1,1
2020,Club Brugge KV,Zenit St. Petersburg,3,0
2020,Zenit St. Petersburg,Borussia Dortmund,1,2
2020,Lazio Roma,Club Brugge KV,2,2
2020,Dinamo Kiev,Juventus,0,2
2020,FC Barcelona,Ferencvárosi TC,5,1
2020,Ferencvárosi TC,Dinamo Kiev,2,2
2020,Juventus,FC Barcelona,0,2
2020,FC Barcelona,Dinamo Kiev,2,1
2020,Ferencvárosi TC,Juventus,1,4
2020,Dinamo Kiev,FC Barcelona,0,4
2020,Juventus,Ferencvárosi TC,2,1
2020,Juventus,Dinamo Kiev,3,0
2020,Ferencvárosi TC,FC Barcelona,0,3
2020,Dinamo Kiev,Ferencvárosi TC,1,0
2020,FC Barcelona,Juventus,0,3
2020,RB Leipzig,?stanbul Ba?ak?ehir,2,0
2020,Paris Saint-Germain,Manchester United,1,2
2020,?stanbul Ba?ak?ehir,Paris Saint-Germain,0,2
2020,Manchester United,RB Leipzig,5,0
2020,?stanbul Ba?ak?ehir,Manchester United,2,1
2020,RB Leipzig,Paris Saint-Germain,2,1
2020,Manchester United,?stanbul Ba?ak?ehir,4,1
2020,Paris Saint-Germain,RB Leipzig,1,0
2020,?stanbul Ba?ak?ehir,RB Leipzig,3,4
2020,Manchester United,Paris Saint-Germain,1,3
2020,RB Leipzig,Manchester United,3,2
2020,Paris Saint-Germain,?stanbul Ba?ak?ehir,5,1
2020,RB Leipzig,Liverpool FC,0,2
2020,FC Barcelona,Paris Saint-Germain,1,4
2020,FC Porto,Juventus,2,1
2020,Sevilla FC,Borussia Dortmund,2,3
2020,Lazio Roma,Bayern München,1,4
2020,Atlético Madrid,Chelsea FC,0,1
2020,Bor. Mönchengladbach,Manchester City,0,2
2020,Atalanta,Real Madrid,0,1
2020,Juventus,FC Porto,3,2
2020,Borussia Dortmund,Sevilla FC,2,2
2020,Liverpool FC,RB Leipzig,2,0
2020,Paris Saint-Germain,FC Barcelona,1,1
2020,Manchester City,Bor. Mönchengladbach,2,0
2020,Real Madrid,Atalanta,3,1
2020,Bayern München,Lazio Roma,2,1
2020,Chelsea FC,Atlético Madrid,2,0
2020,Manchester City,Borussia Dortmund,2,1
2020,Real Madrid,Liverpool FC,3,1
2020,FC Porto,Chelsea FC,0,2
2020,Bayern München,Paris Saint-Germain,2,3
2020,Chelsea FC,FC Porto,0,1
2020,Paris Saint-Germain,Bayern München,0,1
2020,Borussia Dortmund,Manchester City,1,2
2020,Liverpool FC,Real Madrid,0,0
2020,Real Madrid,Chelsea FC,1,1
2020,Paris Saint-Germain,Manchester City,1,2
2020,Manchester City,Paris Saint-Germain,2,0
2020,Chelsea FC,Real Madrid,2,0
2020,Manchester City,Chelsea FC,0,1
