SEASON,HOME_TEAM,AWAY_TEAM,HT_SCORE,AW_SCORE
2021,RB Salzburg,Sevilla FC,1,0
2021,VfL Wolfsburg,Lille OSC,1,3
2021,Chelsea FC,Zenit St. Petersburg,1,0
2021,Malmö FF,Juventus,0,3
2021,Zenit St. Petersburg,Malmö FF,4,0
2021,Juventus,Chelsea FC,1,0
2021,Zenit St. Petersburg,Juventus,0,1
2021,Chelsea FC,Malmö FF,4,0
2021,Malmö FF,Chelsea FC,0,1
2021,Juventus,Zenit St. Petersburg,4,2
2021,Chelsea FC,Juventus,4,0
2021,Malmö FF,Zenit St. Petersburg,1,1
2021,Zenit St. Petersburg,Chelsea FC,3,3
2021,Juventus,Malmö FF,1,0
2021,Sporting CP,Manchester City,0,5
2021,Paris Saint-Germain,Real Madrid,1,0
2021,RB Salzburg,Bayern München,1,1
2021,Inter,Liverpool FC,0,2
2021,Chelsea FC,Lille OSC,2,0
2021,Villarreal CF,Juventus,1,1
2021,SL Benfica,AFC Ajax,2,2
2021,Atlético Madrid,Manchester United,1,1
2021,Bayern München,RB Salzburg,7,1
2021,Liverpool FC,Inter,0,1
2021,Manchester City,Sporting CP,0,0
2021,Real Madrid,Paris Saint-Germain,3,1
2021,AFC Ajax,SL Benfica,0,1
2021,Manchester United,Atlético Madrid,0,1
2021,Lille OSC,Chelsea FC,1,2
2021,Juventus,Villarreal CF,0,3
2021,Manchester City,Atlético Madrid,1,0
2021,SL Benfica,Liverpool FC,1,3
2021,Chelsea FC,Real Madrid,1,3
2021,Villarreal CF,Bayern München,1,0
2021,Real Madrid,Chelsea FC,2,3
2021,Bayern München,Villarreal CF,1,1
2021,Atlético Madrid,Manchester City,0,0
2021,Liverpool FC,SL Benfica,3,3
2021,Manchester City,Real Madrid,4,3
2021,Liverpool FC,Villarreal CF,2,0
2021,Villarreal CF,Liverpool FC,2,3
2021,Real Madrid,Manchester City,3,1
2021,Liverpool FC,Real Madrid,0,1
